model,bpp,fnorm
Meta-Llama-3-8B,5.86,519.0407832637429
Meta-Llama-3-8B,5.84,523.9581687375903
Meta-Llama-3-8B,5.82,528.6243922188878
Meta-Llama-3-8B,5.8,533.3584632948041
Meta-Llama-3-8B,5.78,538.2863646671176
Meta-Llama-3-8B,5.76,542.8986689224839
Meta-Llama-3-8B,5.74,547.8236456513405
Meta-Llama-3-8B,5.72,552.6435433700681
Meta-Llama-3-8B,5.7,557.377567730844
Meta-Llama-3-8B,5.68,562.5490732565522
Meta-Llama-3-8B,5.66,567.3324345126748
Meta-Llama-3-8B,5.64,572.2826121672988
Meta-Llama-3-8B,5.62,577.3936875835061
Meta-Llama-3-8B,5.6,582.249354146421
Meta-Llama-3-8B,5.58,587.2348312661052
Meta-Llama-3-8B,5.56,592.3127911016345
Meta-Llama-3-8B,5.54,597.2011413946748
Meta-Llama-3-8B,5.52,602.2194963619113
Meta-Llama-3-8B,5.5,607.2667871043086
Meta-Llama-3-8B,5.48,612.2069715932012
Meta-Llama-3-8B,5.46,617.260813318193
Meta-Llama-3-8B,5.44,622.2874716743826
Meta-Llama-3-8B,5.42,627.2558713033795
Meta-Llama-3-8B,5.4,632.4038283452392
Meta-Llama-3-8B,5.38,637.4149484410882
Meta-Llama-3-8B,5.36,642.5720747336745
Meta-Llama-3-8B,5.34,647.8253042623401
Meta-Llama-3-8B,5.32,652.9301002398133
Meta-Llama-3-8B,5.3,658.2092716321349
Meta-Llama-3-8B,5.28,663.4463675543666
Meta-Llama-3-8B,5.26,668.6223653033376
Meta-Llama-3-8B,5.24,674.1222441568971
Meta-Llama-3-8B,5.22,679.5469339415431
Meta-Llama-3-8B,4.99,750.7153705433011
Meta-Llama-3-8B,4.97,757.9623754024506
Meta-Llama-3-8B,4.95,765.4845386445522
Meta-Llama-3-8B,4.93,773.5659453049302
Meta-Llama-3-8B,4.91,782.5320274084806
Meta-Llama-3-8B,4.89,791.8542558699846
Meta-Llama-3-8B,4.87,801.1817699223757
Meta-Llama-3-8B,4.85,810.7682934254408
Meta-Llama-3-8B,4.83,820.3865960091352
Meta-Llama-3-8B,4.81,830.1538535729051
Meta-Llama-3-8B,4.79,840.1970076858997
Meta-Llama-3-8B,4.77,850.4469466805458
Meta-Llama-3-8B,4.75,860.8582645356655
Meta-Llama-3-8B,4.73,871.4060265123844
Meta-Llama-3-8B,4.71,882.1686758548021
Meta-Llama-3-8B,4.69,893.0148071795702
Meta-Llama-3-8B,4.67,903.9928929954767
Meta-Llama-3-8B,4.65,915.0606156438586
Meta-Llama-3-8B,4.63,926.1857171803713
Meta-Llama-3-8B,4.39,1077.152861148119
Meta-Llama-3-8B,4.37,1093.8586482703686
Meta-Llama-3-8B,4.03,1409.321459978817
Meta-Llama-3-8B,4.01,1428.8033045232296
Meta-Llama-3-8B,3.99,1448.597277611494
Meta-Llama-3-8B,3.97,1468.6249746978283
Meta-Llama-3-8B,3.95,1488.7427588403225
Meta-Llama-3-8B,3.93,1509.008405894041
Meta-Llama-3-8B,3.91,1529.4572922885418
Meta-Llama-3-8B,3.89,1549.9681755006313
Meta-Llama-3-8B,3.87,1570.66209384799
Meta-Llama-3-8B,3.85,1591.533069297635
Meta-Llama-3-8B,3.83,1612.7959292382002
Meta-Llama-3-8B,3.81,1634.6223777979612
Meta-Llama-3-8B,3.79,1657.554287225008
Meta-Llama-3-8B,3.77,1681.1015309393406
Meta-Llama-3-8B,3.75,1704.9358195364475
Meta-Llama-3-8B,3.73,1728.979151159525
Meta-Llama-3-8B,3.71,1753.2813216745853
Meta-Llama-3-8B,3.69,1778.280821949243
Meta-Llama-3-8B,3.67,1803.4311622679234
Meta-Llama-3-8B,3.65,1828.796680599451
Meta-Llama-3-8B,3.63,1854.6010825932026
Meta-Llama-3-8B,3.61,1881.1688741743565
Meta-Llama-3-8B,3.59,1909.683663457632
Meta-Llama-3-8B,3.43,2172.8710501194
Meta-Llama-3-8B,3.41,2209.265524864197
Meta-Llama-3-8B,3.39,2246.084832429886
Meta-Llama-3-8B,3.37,2283.445370823145
Meta-Llama-3-8B,3.35,2321.138784855604
Meta-Llama-3-8B,3.33,2359.7880696058273
Meta-Llama-3-8B,3.31,2401.3693803548813
Meta-Llama-3-8B,7.56,189.4546073898673
Meta-Llama-3-8B,7.54,192.9078370332718
Meta-Llama-3-8B,7.53,194.8213059529662
Meta-Llama-3-8B,7.5,200.1951318308711
Meta-Llama-3-8B,7.48,203.7657110765576
Meta-Llama-3-8B,7.47,205.5742695853114
Meta-Llama-3-8B,7.44,210.95971640199423
Meta-Llama-3-8B,7.42,214.64755535125678
Meta-Llama-3-8B,7.41,216.34846489876503
Meta-Llama-3-8B,7.38,221.74301161617038
Meta-Llama-3-8B,7.36,225.53933113068342
Meta-Llama-3-8B,7.34,229.6040451601147
Meta-Llama-3-8B,7.32,232.5676909983158
Meta-Llama-3-8B,7.3,236.4761657118797
Meta-Llama-3-8B,7.29,238.00911045074463
Meta-Llama-3-8B,7.26,243.43712584674358
Meta-Llama-3-8B,7.24,247.41867429018018
Meta-Llama-3-8B,7.22,251.2842819094658
Meta-Llama-3-8B,7.2,254.31313471496105
Meta-Llama-3-8B,7.19,256.7208743020892
Meta-Llama-3-8B,7.16,262.16486828774197
Meta-Llama-3-8B,7.14,265.20578366516963
Meta-Llama-3-8B,7.13,267.57073306292295
Meta-Llama-3-8B,7.1,272.9758049324155
Meta-Llama-3-8B,7.08,276.12191362679005
Meta-Llama-3-8B,7.06,280.341955512762
Meta-Llama-3-8B,7.04,283.83145900815725
Meta-Llama-3-8B,7.02,287.0857730656862
Meta-Llama-3-8B,7.01,289.2651752308011
Meta-Llama-3-8B,8.13,88.56073229014874
Meta-Llama-3-8B,8.25,76.43276872113347
Meta-Llama-3-8B,8.51,66.80391814187169
Meta-Llama-3-8B,3.42,2191.0987458229065
