model,algo,config,config_detail,quant_duration,model_storage_size,load_mem_allot,load_mem_reserved,ppl_mem_allot,ppl_mem_reserved,leaderboard_mem_allot,leaderboard_mem_reserved,ppl_wikitext,ppl_c4,duration_wikitext,duration_c4
Qwen3.5-4B,mxq,4_25,"{'weight_quant_params': {'nbits': 4, 'channel_wise': True, 'group_size': 64, 'optimize': True, 'round_zero': True, 'axis': 1, 'view_as_float': False}, 'scale_quant_params': {'nbits': 8, 'channel_wise': True, 'group_size': 128, 'optimize': False}, 'zero_quant_params': None, 'offload_meta': False, 'mixed': True, 'budget': 4.25}",0,6696015152,6774315008,6840909824,0,0,0,0,0,0,0,0
Qwen3.5-9B,mxq,3_25,"{'weight_quant_params': {'nbits': 4, 'channel_wise': True, 'group_size': 64, 'optimize': True, 'round_zero': True, 'axis': 1, 'view_as_float': False}, 'scale_quant_params': {'nbits': 8, 'channel_wise': True, 'group_size': 128, 'optimize': False}, 'zero_quant_params': None, 'offload_meta': False, 'mixed': True, 'budget': 3.25}",0,10719150568,10818855424,10838081536,0,0,0,0,0,0,0,0
Qwen3.5-2B,mxq,4_13,"{'weight_quant_params': {'nbits': 4, 'channel_wise': True, 'group_size': 64, 'optimize': True, 'round_zero': True, 'axis': 1, 'view_as_float': False}, 'scale_quant_params': {'nbits': 8, 'channel_wise': True, 'group_size': 128, 'optimize': False}, 'zero_quant_params': None, 'offload_meta': False, 'mixed': True, 'budget': 4.13}",0,4023921448,4025492480,4114612224,0,0,0,0,0,0,0,0
Qwen3.5-2B,mxq,4_51,"{'weight_quant_params': {'nbits': 4, 'channel_wise': True, 'group_size': 64, 'optimize': True, 'round_zero': True, 'axis': 1, 'view_as_float': False}, 'scale_quant_params': {'nbits': 8, 'channel_wise': True, 'group_size': 128, 'optimize': False}, 'zero_quant_params': None, 'offload_meta': False, 'mixed': True, 'budget': 4.51}",0,4110232560,4111803392,4219469824,0,0,0,0,0,0,0,0
Qwen3.5-2B,mxq,3_13,"{'weight_quant_params': {'nbits': 4, 'channel_wise': True, 'group_size': 64, 'optimize': True, 'round_zero': True, 'axis': 1, 'view_as_float': False}, 'scale_quant_params': {'nbits': 8, 'channel_wise': True, 'group_size': 128, 'optimize': False}, 'zero_quant_params': None, 'offload_meta': False, 'mixed': True, 'budget': 3.13}",0,3901681952,3917070848,3988783104,0,0,0,0,0,0,0,0
Qwen3.5-2B,mxq,3_25,"{'weight_quant_params': {'nbits': 4, 'channel_wise': True, 'group_size': 64, 'optimize': True, 'round_zero': True, 'axis': 1, 'view_as_float': False}, 'scale_quant_params': {'nbits': 8, 'channel_wise': True, 'group_size': 128, 'optimize': False}, 'zero_quant_params': None, 'offload_meta': False, 'mixed': True, 'budget': 3.25}",0,3930434992,3945841152,4016046080,0,0,0,0,0,0,0,0
Qwen3.5-2B,mxq,3_51,"{'weight_quant_params': {'nbits': 4, 'channel_wise': True, 'group_size': 64, 'optimize': True, 'round_zero': True, 'axis': 1, 'view_as_float': False}, 'scale_quant_params': {'nbits': 8, 'channel_wise': True, 'group_size': 128, 'optimize': False}, 'zero_quant_params': None, 'offload_meta': False, 'mixed': True, 'budget': 3.51}",0,3987975224,4003381760,4095737856,0,0,0,0,0,0,0,0
Qwen3.5-4B,mxq,3_51,"{'weight_quant_params': {'nbits': 4, 'channel_wise': True, 'group_size': 64, 'optimize': True, 'round_zero': True, 'axis': 1, 'view_as_float': False}, 'scale_quant_params': {'nbits': 8, 'channel_wise': True, 'group_size': 128, 'optimize': False}, 'zero_quant_params': None, 'offload_meta': False, 'mixed': True, 'budget': 3.51}",0,6589458056,6627088384,6654263296,0,0,0,0,0,0,0,0
Qwen3.5-4B,mxq,3_13,"{'weight_quant_params': {'nbits': 4, 'channel_wise': True, 'group_size': 64, 'optimize': True, 'round_zero': True, 'axis': 1, 'view_as_float': False}, 'scale_quant_params': {'nbits': 8, 'channel_wise': True, 'group_size': 128, 'optimize': False}, 'zero_quant_params': None, 'offload_meta': False, 'mixed': True, 'budget': 3.13}",0,6370240232,6384572416,6492782592,0,0,0,0,0,0,0,0
Qwen3.5-9B,mxq,4_13,"{'weight_quant_params': {'nbits': 4, 'channel_wise': True, 'group_size': 64, 'optimize': True, 'round_zero': True, 'axis': 1, 'view_as_float': False}, 'scale_quant_params': {'nbits': 8, 'channel_wise': True, 'group_size': 128, 'optimize': False}, 'zero_quant_params': None, 'offload_meta': False, 'mixed': True, 'budget': 4.13}",0,11119787040,11133028352,11177820160,0,0,0,0,0,0,0,0
